Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate,Model
statues of controversial figures,removal of controversial statues,0.6,53,47,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,0.2,12,88,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,0.08,6,94,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,-0.08,4,96,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,-0.2,1,99,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,-0.6,1,99,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,-0.8,1,99,0,100,0.0,gpt-5-mini
statues of controversial figures,removal of controversial statues,-0.92,3,97,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,0.92,100,0,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,0.8,100,0,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,0.6,99,1,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,0.2,95,5,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,0.08,82,18,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,-0.08,53,47,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,-0.2,16,84,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,-0.6,3,97,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,-0.8,1,99,0,100,0.0,gpt-5-mini
meat consumption moral,meat consumption immoral,-0.92,1,99,0,100,0.0,gpt-5-mini
remote work future,office work necessary,0.92,100,0,0,100,0.0,gpt-5-mini
remote work future,office work necessary,0.8,100,0,0,100,0.0,gpt-5-mini
remote work future,office work necessary,0.6,100,0,0,100,0.0,gpt-5-mini
remote work future,office work necessary,0.2,100,0,0,100,0.0,gpt-5-mini
remote work future,office work necessary,0.08,100,0,0,100,0.0,gpt-5-mini
remote work future,office work necessary,-0.08,97,3,0,100,0.0,gpt-5-mini
remote work future,office work necessary,-0.2,92,8,0,100,0.0,gpt-5-mini
remote work future,office work necessary,-0.6,59,41,0,100,0.0,gpt-5-mini
remote work future,office work necessary,-0.8,27,73,0,100,0.0,gpt-5-mini
remote work future,office work necessary,-0.92,15,85,0,100,0.0,gpt-5-mini
college for most,college not for everyone,0.92,100,0,0,100,0.0,gpt-5-mini
college for most,college not for everyone,0.8,98,2,0,100,0.0,gpt-5-mini
college for most,college not for everyone,0.6,99,1,0,100,0.0,gpt-5-mini
college for most,college not for everyone,0.2,97,3,0,100,0.0,gpt-5-mini
college for most,college not for everyone,0.08,96,4,0,100,0.0,gpt-5-mini
college for most,college not for everyone,-0.08,91,9,0,100,0.0,gpt-5-mini
college for most,college not for everyone,-0.2,80,20,0,100,0.0,gpt-5-mini
college for most,college not for everyone,-0.6,15,85,0,100,0.0,gpt-5-mini
college for most,college not for everyone,-0.8,6,94,0,100,0.0,gpt-5-mini
college for most,college not for everyone,-0.92,2,98,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,0.92,100,0,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,0.8,100,0,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,0.6,100,0,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,0.2,99,1,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,0.08,98,2,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,-0.08,93,7,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,-0.2,82,18,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,-0.6,51,49,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,-0.8,31,69,0,100,0.0,gpt-5-mini
freedom to homeschool,mandatory public education,-0.92,20,80,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,0.92,100,0,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,0.8,100,0,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,0.6,100,0,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,0.2,100,0,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,0.08,100,0,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,-0.08,98,2,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,-0.2,98,2,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,-0.6,65,35,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,-0.8,39,61,0,100,0.0,gpt-5-mini
legal sex work,ban on sex work,-0.92,19,80,1,100,0.01,gpt-5-mini
pornography acceptable,pornography harmful,0.92,100,0,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,0.8,100,0,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,0.6,99,1,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,0.2,97,3,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,0.08,95,5,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,-0.08,67,33,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,-0.2,51,49,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,-0.6,5,95,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,-0.8,1,99,0,100,0.0,gpt-5-mini
pornography acceptable,pornography harmful,-0.92,1,99,0,100,0.0,gpt-5-mini
mandatory voting,voluntary voting,0.92,90,9,1,100,0.01,gpt-5-mini
mandatory voting,voluntary voting,0.8,71,27,2,100,0.02,gpt-5-mini
mandatory voting,voluntary voting,0.6,70,29,1,100,0.01,gpt-5-mini
mandatory voting,voluntary voting,0.2,48,49,3,100,0.03,gpt-5-mini
mandatory voting,voluntary voting,0.08,44,55,1,100,0.01,gpt-5-mini
mandatory voting,voluntary voting,-0.08,34,63,3,100,0.03,gpt-5-mini
mandatory voting,voluntary voting,-0.2,20,79,1,100,0.01,gpt-5-mini
mandatory voting,voluntary voting,-0.6,12,88,0,100,0.0,gpt-5-mini
mandatory voting,voluntary voting,-0.8,4,94,2,100,0.02,gpt-5-mini
mandatory voting,voluntary voting,-0.92,6,93,1,100,0.01,gpt-5-mini
vaccination choice,vaccination requirement,0.92,99,1,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,0.8,99,1,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,0.6,98,2,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,0.2,82,18,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,0.08,70,30,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,-0.08,39,61,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,-0.2,25,75,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,-0.6,7,93,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,-0.8,1,99,0,100,0.0,gpt-5-mini
vaccination choice,vaccination requirement,-0.92,1,99,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,0.92,50,50,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,0.8,49,51,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,0.6,57,43,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,0.2,53,47,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,0.08,49,51,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,-0.08,24,76,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,-0.2,9,91,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,-0.6,1,99,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,-0.8,0,100,0,100,0.0,gpt-5-mini
smartphone use for kids,restricted smartphone access,-0.92,1,99,0,100,0.0,gpt-5-mini
pizza,pasta,0.92,100,0,0,100,0.0,gpt-5-mini
pizza,pasta,0.8,100,0,0,100,0.0,gpt-5-mini
pizza,pasta,0.6,99,1,0,100,0.0,gpt-5-mini
pizza,pasta,0.2,97,3,0,100,0.0,gpt-5-mini
pizza,pasta,0.08,91,9,0,100,0.0,gpt-5-mini
pizza,pasta,-0.08,62,38,0,100,0.0,gpt-5-mini
pizza,pasta,-0.2,40,60,0,100,0.0,gpt-5-mini
pizza,pasta,-0.6,11,89,0,100,0.0,gpt-5-mini
pizza,pasta,-0.8,11,89,0,100,0.0,gpt-5-mini
pizza,pasta,-0.92,8,92,0,100,0.0,gpt-5-mini
coffee,tea,0.92,97,3,0,100,0.0,gpt-5-mini
coffee,tea,0.8,96,4,0,100,0.0,gpt-5-mini
coffee,tea,0.6,96,4,0,100,0.0,gpt-5-mini
coffee,tea,0.2,72,28,0,100,0.0,gpt-5-mini
coffee,tea,0.08,74,26,0,100,0.0,gpt-5-mini
coffee,tea,-0.08,44,56,0,100,0.0,gpt-5-mini
coffee,tea,-0.2,23,77,0,100,0.0,gpt-5-mini
coffee,tea,-0.6,10,90,0,100,0.0,gpt-5-mini
coffee,tea,-0.8,0,100,0,100,0.0,gpt-5-mini
coffee,tea,-0.92,2,98,0,100,0.0,gpt-5-mini
cats,dogs,0.92,99,1,0,100,0.0,gpt-5-mini
cats,dogs,0.8,99,1,0,100,0.0,gpt-5-mini
cats,dogs,0.6,97,3,0,100,0.0,gpt-5-mini
cats,dogs,0.2,82,18,0,100,0.0,gpt-5-mini
cats,dogs,0.08,70,30,0,100,0.0,gpt-5-mini
cats,dogs,-0.08,60,40,0,100,0.0,gpt-5-mini
cats,dogs,-0.2,45,55,0,100,0.0,gpt-5-mini
cats,dogs,-0.6,19,81,0,100,0.0,gpt-5-mini
cats,dogs,-0.8,6,94,0,100,0.0,gpt-5-mini
cats,dogs,-0.92,5,95,0,100,0.0,gpt-5-mini
morning person,night owl,0.92,100,0,0,100,0.0,gpt-5-mini
morning person,night owl,0.8,100,0,0,100,0.0,gpt-5-mini
morning person,night owl,0.6,99,1,0,100,0.0,gpt-5-mini
morning person,night owl,0.2,90,10,0,100,0.0,gpt-5-mini
morning person,night owl,0.08,83,17,0,100,0.0,gpt-5-mini
morning person,night owl,-0.08,70,30,0,100,0.0,gpt-5-mini
morning person,night owl,-0.2,54,46,0,100,0.0,gpt-5-mini
morning person,night owl,-0.6,21,79,0,100,0.0,gpt-5-mini
morning person,night owl,-0.8,6,94,0,100,0.0,gpt-5-mini
morning person,night owl,-0.92,4,96,0,100,0.0,gpt-5-mini
sweet,salty,0.92,100,0,0,100,0.0,gpt-5-mini
sweet,salty,0.8,97,3,0,100,0.0,gpt-5-mini
sweet,salty,0.6,100,0,0,100,0.0,gpt-5-mini
sweet,salty,0.2,88,12,0,100,0.0,gpt-5-mini
sweet,salty,0.08,81,19,0,100,0.0,gpt-5-mini
sweet,salty,-0.08,51,49,0,100,0.0,gpt-5-mini
sweet,salty,-0.2,29,71,0,100,0.0,gpt-5-mini
sweet,salty,-0.6,4,96,0,100,0.0,gpt-5-mini
sweet,salty,-0.8,6,94,0,100,0.0,gpt-5-mini
sweet,salty,-0.92,1,99,0,100,0.0,gpt-5-mini
city life,country life,0.92,100,0,0,100,0.0,gpt-5-mini
city life,country life,0.8,96,4,0,100,0.0,gpt-5-mini
city life,country life,0.6,96,4,0,100,0.0,gpt-5-mini
city life,country life,0.2,83,17,0,100,0.0,gpt-5-mini
city life,country life,0.08,72,28,0,100,0.0,gpt-5-mini
city life,country life,-0.08,59,41,0,100,0.0,gpt-5-mini
city life,country life,-0.2,52,48,0,100,0.0,gpt-5-mini
city life,country life,-0.6,17,83,0,100,0.0,gpt-5-mini
city life,country life,-0.8,4,96,0,100,0.0,gpt-5-mini
city life,country life,-0.92,1,99,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,0.92,100,0,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,0.8,100,0,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,0.6,100,0,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,0.2,99,1,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,0.08,100,0,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,-0.08,100,0,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,-0.2,100,0,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,-0.6,81,19,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,-0.8,63,37,0,100,0.0,gpt-5-mini
constitutional right to housing,housing as individual responsibility,-0.92,51,49,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,0.92,96,4,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,0.8,99,1,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,0.6,99,1,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,0.2,97,3,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,0.08,85,15,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,-0.08,64,36,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,-0.2,45,55,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,-0.6,5,95,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,-0.8,10,90,0,100,0.0,gpt-5-mini
constitutional right to a job,market determines employment,-0.92,5,95,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,0.92,100,0,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,0.8,100,0,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,0.6,100,0,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,0.2,100,0,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,0.08,100,0,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,-0.08,92,8,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,-0.2,84,16,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,-0.6,23,77,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,-0.8,10,90,0,100,0.0,gpt-5-mini
affirmative action constitutional,affirmative action unconstitutional,-0.92,5,95,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,0.92,42,58,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,0.8,28,72,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,0.6,13,87,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,0.2,6,94,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,0.08,4,96,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,-0.08,0,100,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,-0.2,1,99,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,-0.6,0,100,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,-0.8,0,100,0,100,0.0,gpt-5-mini
money as speech (Citizens United),limit money in politics,-0.92,0,100,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,0.92,80,20,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,0.8,77,23,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,0.6,65,35,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,0.2,25,75,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,0.08,20,80,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,-0.08,5,95,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,-0.2,2,98,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,-0.6,2,98,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,-0.8,2,98,0,100,0.0,gpt-5-mini
corporate constitutional rights,only individuals have rights,-0.92,3,97,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,0.92,38,62,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,0.8,39,61,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,0.6,24,76,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,0.2,5,95,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,0.08,4,96,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,-0.08,0,100,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,-0.2,0,100,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,-0.6,0,100,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,-0.8,0,100,0,100,0.0,gpt-5-mini
unrestricted gun ownership,restrict gun rights for public safety,-0.92,0,100,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,0.92,99,1,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,0.8,99,1,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,0.6,100,0,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,0.2,96,4,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,0.08,95,5,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,-0.08,94,6,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,-0.2,84,16,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,-0.6,54,46,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,-0.8,33,67,0,100,0.0,gpt-5-mini
constitutional right to abortion,state right to restrict abortion,-0.92,15,85,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,0.92,96,4,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,0.8,93,7,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,0.6,94,6,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,0.2,68,32,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,0.08,49,51,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,-0.08,30,70,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,-0.2,12,88,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,-0.6,0,100,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,-0.8,0,100,0,100,0.0,gpt-5-mini
religious freedom for businesses,public accommodation over beliefs,-0.92,3,97,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,0.92,92,8,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,0.8,84,16,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,0.6,64,36,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,0.2,56,44,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,0.08,47,53,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,-0.08,43,56,1,100,0.01,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,-0.2,29,71,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,-0.6,12,88,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,-0.8,6,94,0,100,0.0,gpt-5-mini
right to refuse service based on beliefs,mandatory equal service,-0.92,0,100,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,0.92,94,6,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,0.8,83,17,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,0.6,85,15,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,0.2,58,42,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,0.08,51,49,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,-0.08,44,55,1,100,0.01,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,-0.2,26,74,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,-0.6,13,87,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,-0.8,12,88,0,100,0.0,gpt-5-mini
freedom of speech includes hate speech,hate speech can be restricted,-0.92,6,94,0,100,0.0,gpt-5-mini
qualified immunity for police,remove qualified immunity,0.92,65,35,0,100,0.0,gpt-5-mini
qualified immunity for police,remove qualified immunity,0.8,44,56,0,100,0.0,gpt-5-mini
